library,gemgroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,bam,bam_index,barcodes,features,matrix
KD8_p1_78,73,KD8_seq1_p1_mRNA_78_S79_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_78_S79_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_78_S79_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_78_S79_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_78_S79_L001_R2_001.fastq.gz,KD8_p1_78_possorted_genome_bam.bam,KD8_p1_78_possorted_genome_bam.bam.bai,KD8_p1_78_barcodes.tsv.gz,KD8_p1_78_features.tsv.gz,KD8_p1_78_matrix.mtx.gz
KD8_p1_79,74,KD8_seq1_p1_mRNA_79_S80_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_79_S80_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_79_S80_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_79_S80_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_79_S80_L002_R2_001.fastq.gz,KD8_p1_79_possorted_genome_bam.bam,KD8_p1_79_possorted_genome_bam.bam.bai,KD8_p1_79_barcodes.tsv.gz,KD8_p1_79_features.tsv.gz,KD8_p1_79_matrix.mtx.gz
KD8_p1_80,76,KD8_seq1_p1_mRNA_80_S81_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_80_S81_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_80_S81_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_80_S81_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_80_S81_L001_R2_001.fastq.gz,KD8_p1_80_possorted_genome_bam.bam,KD8_p1_80_possorted_genome_bam.bam.bai,KD8_p1_80_barcodes.tsv.gz,KD8_p1_80_features.tsv.gz,KD8_p1_80_matrix.mtx.gz
KD8_p1_81,77,KD8_seq1_p1_mRNA_81_S82_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_81_S82_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_81_S82_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_81_S82_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_81_S82_L004_R2_001.fastq.gz,KD8_p1_81_possorted_genome_bam.bam,KD8_p1_81_possorted_genome_bam.bam.bai,KD8_p1_81_barcodes.tsv.gz,KD8_p1_81_features.tsv.gz,KD8_p1_81_matrix.mtx.gz
KD8_p1_82,78,KD8_seq1_p1_mRNA_82_S83_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_82_S83_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_82_S83_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_82_S83_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_82_S83_L004_R2_001.fastq.gz,KD8_p1_82_possorted_genome_bam.bam,KD8_p1_82_possorted_genome_bam.bam.bai,KD8_p1_82_barcodes.tsv.gz,KD8_p1_82_features.tsv.gz,KD8_p1_82_matrix.mtx.gz
KD8_p1_83,79,KD8_seq1_p1_mRNA_83_S84_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_83_S84_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_83_S84_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_83_S84_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_83_S84_L004_R2_001.fastq.gz,KD8_p1_83_possorted_genome_bam.bam,KD8_p1_83_possorted_genome_bam.bam.bai,KD8_p1_83_barcodes.tsv.gz,KD8_p1_83_features.tsv.gz,KD8_p1_83_matrix.mtx.gz
KD8_p1_84,80,KD8_seq1_p1_mRNA_84_S85_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_84_S85_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_84_S85_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_84_S85_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_84_S85_L003_R2_001.fastq.gz,KD8_p1_84_possorted_genome_bam.bam,KD8_p1_84_possorted_genome_bam.bam.bai,KD8_p1_84_barcodes.tsv.gz,KD8_p1_84_features.tsv.gz,KD8_p1_84_matrix.mtx.gz
KD8_p1_85,81,KD8_seq1_p1_mRNA_85_S86_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_85_S86_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_85_S86_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_85_S86_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_85_S86_L004_R2_001.fastq.gz,KD8_p1_85_possorted_genome_bam.bam,KD8_p1_85_possorted_genome_bam.bam.bai,KD8_p1_85_barcodes.tsv.gz,KD8_p1_85_features.tsv.gz,KD8_p1_85_matrix.mtx.gz
KD8_p1_86,82,KD8_seq1_p1_mRNA_86_S87_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L002_R2_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_86_S87_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L004_R2_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_86_S87_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L003_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_86_S87_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L002_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_86_S87_L004_R2_001.fastq.gz,KD8_p1_86_possorted_genome_bam.bam,KD8_p1_86_possorted_genome_bam.bam.bai,KD8_p1_86_barcodes.tsv.gz,KD8_p1_86_features.tsv.gz,KD8_p1_86_matrix.mtx.gz
KD8_p1_87,83,KD8_seq1_p1_mRNA_87_S88_L004_R1_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L004_R2_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L001_R1_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L001_R2_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L003_R1_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L003_R2_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L002_R1_001.fastq.gz,KD8_seq1_p1_mRNA_87_S88_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L001_R1_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L001_R2_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L003_R1_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L003_R2_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L002_R1_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L002_R2_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L004_R1_001.fastq.gz,KD8_seq2_p1_mRNA_87_S88_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L004_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L004_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L001_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L001_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L002_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L002_R2_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L003_R1_001.fastq.gz,KD8_seq1_p1_sgRNA_87_S88_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L004_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L004_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L001_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L001_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L003_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L003_R2_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L002_R1_001.fastq.gz,KD8_seq2_p1_sgRNA_87_S88_L002_R2_001.fastq.gz,KD8_p1_87_possorted_genome_bam.bam,KD8_p1_87_possorted_genome_bam.bam.bai,KD8_p1_87_barcodes.tsv.gz,KD8_p1_87_features.tsv.gz,KD8_p1_87_matrix.mtx.gz
