target_gene,target_gene_id,sgID_AB,cluster_id
NDUFA4,ENSG00000189043,NDUFA4_-_10979611.23-P1P2|NDUFA4_-_10979541.23-P1P2,8
NDUFA6,ENSG00000184983,NDUFA6_-_42486727.23-P1P2|NDUFA6_-_42486713.23-P1P2,12
NDUFA8,ENSG00000119421,NDUFA8_+_124922020.23-P1P2|NDUFA8_+_124922010.23-P1P2,12
NDUFAB1,ENSG00000004779,NDUFAB1_-_23607588.23-P1P2|NDUFAB1_+_23607647.23-P1P2,12
NDUFAF3,ENSG00000178057,NDUFAF3_+_49059560.23-P1P2|NDUFAF3_-_49059542.23-P1P2,8
NDUFB10,ENSG00000140990,NDUFB10_-_2009571.23-P1P2|NDUFB10_-_2009580.23-P1P2,8
NDUFB3,ENSG00000119013,NDUFB3_-_201936802.23-P1P2|NDUFB3_-_201936782.23-P1P2,15
NDUFB4,ENSG00000065518,NDUFB4_+_120315227.23-P1P2|NDUFB4_+_120315370.23-P1P2,8
NDUFB6,ENSG00000165264,NDUFB6_-_32573107.23-P1P2|NDUFB6_-_32573089.23-P1P2,15
NDUFB7,ENSG00000099795,NDUFB7_-_14682785.23-P1P2|NDUFB7_+_14682513.23-P1P2,8
NDUFB8,ENSG00000166136,NDUFB8_+_102289308.23-P1P2|NDUFB8_-_102289541.23-P1P2,8
NDUFS3,ENSG00000213619,NDUFS3_-_47600652.23-P1P2|NDUFS3_-_47600710.23-P1P2,8
NDUFS5,ENSG00000168653,NDUFS5_-_39492036.23-P1|NDUFS5_-_39492056.23-P1,8
NDUFS5,ENSG00000168653,NDUFS5_-_39494549.23-P2|NDUFS5_-_39494612.23-P2,15
NEDD1,ENSG00000139350,NEDD1_-_97301083.23-P1P2|NEDD1_-_97301092.23-P1P2,2
NEDD8,ENSG00000129559,NEDD8_+_24701514.23-P1P2|NEDD8_+_24701539.23-P1P2,1
NELFA,ENSG00000185049,NELFA_+_2010657.23-P1P2|NELFA_+_2010470.23-P1P2,26
NELFB,ENSG00000188986,NELFB_+_140150090.23-P1P2|NELFB_-_140149841.23-P1P2,8
NELFCD,ENSG00000101158,NELFCD_-_57556367.23-P1P2|NELFCD_-_57556383.23-P1P2,15
NELFE,ENSG00000204356,NELFE_+_31926720.23-P1P2|NELFE_-_31926676.23-P1P2,1
NEMF,ENSG00000165525,NEMF_-_50319451.23-P1P2|NEMF_+_50319478.23-P1P2,15
NFATC2IP,ENSG00000176953,NFATC2IP_+_28962358.23-P1P2|NFATC2IP_-_28962372.23-P1P2,8
NFKBIE,ENSG00000146232,NFKBIE_-_44233230.23-P1P2|NFKBIE_+_44233200.23-P1P2,8
NFRKB,ENSG00000170322,NFRKB_+_129765383.23-P1P2|NFRKB_+_129765408.23-P1P2,15
NFS1,ENSG00000244005,NFS1_+_34287226.23-P1P2|NFS1_-_34287220.23-P1P2,8
NHLRC2,ENSG00000196865,NHLRC2_+_115614607.23-P1P2|NHLRC2_+_115614433.23-P1P2,15
NHP2,ENSG00000145912,NHP2_-_177580863.23-P1P2|NHP2_+_177580913.23-P1P2,8
NIP7,ENSG00000132603,NIP7_-_69373724.23-P1P2|NIP7_-_69373710.23-P1P2,23
NISCH,ENSG00000010322,NISCH_-_52489660.23-P1P2|NISCH_-_52489862.23-P1P2,15
NKAP,ENSG00000101882,NKAP_-_119077682.23-P1P2|NKAP_+_119077637.23-P1P2,11
NLE1,ENSG00000073536,NLE1_+_33469287.23-P1P2|NLE1_-_33469053.23-P1P2,23
NMD3,ENSG00000169251,NMD3_-_160939520.23-P1P2|NMD3_-_160939105.23-P1P2,23
NOB1,ENSG00000141101,NOB1_+_69788742.23-P1P2|NOB1_+_69788621.23-P1P2,8
NOC3L,ENSG00000173145,NOC3L_-_96122495.23-P1P2|NOC3L_+_96122658.23-P1P2,23
NOC4L,ENSG00000184967,NOC4L_+_132629017.23-P1P2|NOC4L_+_132629052.23-P1P2,18
NOL11,ENSG00000130935,NOL11_-_65714041.23-P1P2|NOL11_-_65714052.23-P1P2,7
NOL12,ENSG00000273899,NOL12_+_38082332.23-P1P2|NOL12_+_38082661.23-P1P2,23
NOL6,ENSG00000165271,NOL6_-_33473848.23-P1P2|NOL6_+_33473879.23-P1P2,25
NOL7,ENSG00000225921,NOL7_-_13615647.23-P1P2|NOL7_-_13615654.23-P1P2,8
NOL8,ENSG00000198000,NOL8_+_95087581.23-P1P2|NOL8_+_95087456.23-P1P2,23
NOL9,ENSG00000162408,NOL9_-_6614523.23-P1P2|NOL9_+_6614393.23-P1P2,15
NOLC1,ENSG00000166197,NOLC1_+_103912187.23-P1P2|NOLC1_-_103912173.23-P1P2,8
NOM1,ENSG00000146909,NOM1_-_156742480.23-P1P2|NOM1_+_156742639.23-P1P2,15
NOMO3,ENSG00000103226,NOMO3_-_16326444.23-P1P2|NOMO3_+_16326739.23-P1P2,15
NOP10,ENSG00000182117,NOP10_+_34635309.23-P1P2|NOP10_+_34635306.23-P1P2,8
NOP14,ENSG00000087269,NOP14_+_2965021.23-P1P2|NOP14_+_2965104.23-P1P2,18
NOP16,ENSG00000048162,NOP16_+_175815576.23-P1P2|NOP16_+_175815510.23-P1P2,23
NOP2,ENSG00000111641,NOP2_+_6677426.23-P1P2|NOP2_+_6677431.23-P1P2,6
NOP56,ENSG00000101361,NOP56_+_2633290.23-P1P2|NOP56_+_2633285.23-P1P2,15
NOP58,ENSG00000055044,NOP58_-_203130504.23-P1P2|NOP58_-_203130508.23-P1P2,19
NOP9,ENSG00000196943,NOP9_+_24769138.23-P1P2|NOP9_-_24769165.23-P1P2,15
NOS1AP,ENSG00000198929,NOS1AP_+_162039558.23-P1P2|NOS1AP_+_162039585.23-P1P2,15
NPB,ENSG00000183979,NPB_+_79860130.23-P1P2|NPB_+_79860094.23-P1P2,15
NPEPPS,ENSG00000141279,NPEPPS_+_45608486.23-P1P2|NPEPPS_+_45608493.23-P1P2,15
NPLOC4,ENSG00000182446,NPLOC4_+_79604076.23-P1P2|NPLOC4_+_79604108.23-P1P2,12
NPM3,ENSG00000107833,NPM3_-_103543139.23-P1P2|NPM3_-_103543124.23-P1P2,15
NR2C2AP,ENSG00000184162,NR2C2AP_+_19314199.23-P1P2|NR2C2AP_-_19313951.23-P1P2,15
NRBP1,ENSG00000115216,NRBP1_-_27651525.23-P1P2|NRBP1_-_27651543.23-P1P2,1
NRDE2,ENSG00000119720,NRDE2_+_90798265.23-P1P2|NRDE2_-_90798256.23-P1P2,14
NRF1,ENSG00000106459,NRF1_-_129251646.23-P1P2|NRF1_-_129251633.23-P1P2,2
NSA2,ENSG00000164346,NSA2_-_74063329.23-P1P2|NSA2_-_74063188.23-P1P2,15
NSF,ENSG00000073969,NSF_+_44668460.23-ENST00000398238.4|NSF_-_44668038.23-ENST00000398238.4,15
NSL1,ENSG00000117697,NSL1_-_212965068.23-P1P2|NSL1_+_212965083.23-P1P2,15
NSMCE1,ENSG00000169189,NSMCE1_+_27280033.23-P1P2|NSMCE1_-_27280049.23-P1P2,15
NSMCE2,ENSG00000156831,NSMCE2_-_126104128.23-P1P2|NSMCE2_-_126104115.23-P1P2,8
NSRP1,ENSG00000126653,NSRP1_-_28443894.23-P1P2|NSRP1_-_28443874.23-P1P2,14
NSUN4,ENSG00000117481,NSUN4_-_46806501.23-P1P2|NSUN4_-_46806520.23-P1P2,15
NUBP1,ENSG00000103274,NUBP1_-_10837726.23-P1P2|NUBP1_-_10837703.23-P1P2,15
NUBP2,ENSG00000095906,NUBP2_-_1833059.23-P1P2|NUBP2_-_1832989.23-P1P2,15
NUDC,ENSG00000090273,NUDC_-_27248261.23-P1P2|NUDC_-_27248296.23-P1P2,1
NUDCD3,ENSG00000015676,NUDCD3_+_44530211.23-P1P2|NUDCD3_+_44530237.23-P1P2,15
NUDT21,ENSG00000167005,NUDT21_+_56485197.23-P1P2|NUDT21_-_56485228.23-P1P2,4
NUF2,ENSG00000143228,NUF2_+_163291904.23-P1P2|NUF2_-_163291869.23-P1P2,15
NUFIP1,ENSG00000083635,NUFIP1_+_45563567.23-P1P2|NUFIP1_+_45563572.23-P1P2,15
NUMA1,ENSG00000137497,NUMA1_+_71791334.23-ENST00000393695.3|NUMA1_+_71791707.23-ENST00000393695.3,1
NUP107,ENSG00000111581,NUP107_-_69080796.23-P1P2|NUP107_-_69080973.23-P1P2,10
NUP133,ENSG00000069248,NUP133_-_229644034.23-P1P2|NUP133_-_229644064.23-P1P2,17
NUP153,ENSG00000124789,NUP153_+_17707004.23-P1P2|NUP153_+_17707041.23-P1P2,15
NUP160,ENSG00000030066,NUP160_+_47869833.23-P1P2|NUP160_-_47869693.23-P1P2,17
NUP205,ENSG00000155561,NUP205_-_135242670.23-P1P2|NUP205_-_135242651.23-P1P2,15
NUP214,ENSG00000126883,NUP214_-_134001051.23-P1P2|NUP214_-_134001039.23-P1P2,15
NUP35,ENSG00000163002,NUP35_+_183989595.23-P1P2|NUP35_+_183989105.23-P1P2,15
NUP54,ENSG00000138750,NUP54_+_77069544.23-P1P2|NUP54_+_77069376.23-P1P2,8
NUP62,ENSG00000213024,NUP62_+_50432696.23-P1P2|NUP62_-_50432220.23-P1P2,7
NUP85,ENSG00000125450,NUP85_-_73201818.23-P1P2|NUP85_-_73201846.23-P1P2,17
NUP88,ENSG00000108559,NUP88_+_5322944.23-P1P2|NUP88_-_5322557.23-P1P2,10
NUP93,ENSG00000102900,NUP93_-_56764101.23-P1P2|NUP93_-_56764090.23-P1P2,15
NUP98,ENSG00000110713,NUP98_+_3818746.23-P1P2|NUP98_-_3818519.23-P1P2,2
NUS1,ENSG00000153989,NUS1_-_117996643.23-P1P2|NUS1_+_117996627.23-P1P2,15
NUTF2,ENSG00000102898,NUTF2_+_67880960.23-P1P2|NUTF2_-_67880898.23-P1P2,17
NVL,ENSG00000143748,NVL_+_224517846.23-P1P2|NVL_+_224517861.23-P1P2,23
NXF1,ENSG00000162231,NXF1_-_62566496.23-P2|NXF1_+_62566715.23-P2,15
OGFOD1,ENSG00000087263,OGFOD1_-_56485723.23-P1P2|OGFOD1_+_56485469.23-P1P2,4
OGT,ENSG00000147162,OGT_+_70753018.23-P1P2|OGT_+_70752948.23-P1P2,2
OIP5,ENSG00000104147,OIP5_-_41624746.23-P1P2|OIP5_-_41624496.23-P1P2,15
OLFML3,ENSG00000116774,OLFML3_-_114522086.23-P1P2|OLFML3_-_114522092.23-P1P2,15
OPA1,ENSG00000198836,OPA1_+_193310990.23-P1P2|OPA1_-_193311193.23-P1P2,12
OR1D2,ENSG00000184166,OR1D2_-_2995858.23-ENST00000331459.1|OR1D2_-_2995835.23-ENST00000331459.1,15
OR1E2,ENSG00000127780,OR1E2_+_3336672.23-ENST00000248384.1|OR1E2_+_3336675.23-ENST00000248384.1,8
OR2A1,ENSG00000221970,OR2A1_+_144015597.23-ENST00000408951.1|OR2A1_-_144015646.23-ENST00000408951.1,15
OR2T29,ENSG00000182783,OR2T29_+_248722733.23-ENST00000328570.3|OR2T29_-_248722384.23-ENST00000328570.3,15
OR2T5,ENSG00000203661,OR2T5_-_248651931.23-ENST00000366473.2|OR2T5_+_248651939.23-ENST00000366473.2,15
OR4F4,ENSG00000177693,OR4F4_+_102463258.23-ENST00000326183.3|OR4F4_+_102463292.23-ENST00000326183.3,15
OR4N2,ENSG00000176294,OR4N2_+_20296017.23-ENST00000315947.1|OR4N2_+_20296003.23-ENST00000315947.1,15
OR7A10,ENSG00000127515,OR7A10_+_14952616.23-ENST00000248058.1|OR7A10_+_14952334.23-ENST00000248058.1,15
OR7A17,ENSG00000185385,OR7A17_-_14992230.23-ENST00000327462.2|OR7A17_+_14992143.23-ENST00000327462.2,15
ORC1,ENSG00000085840,ORC1_+_52869923.23-P1P2|ORC1_+_52869878.23-P1P2,1
ORC3,ENSG00000135336,ORC3_-_88299910.23-P1P2|ORC3_-_88299920.23-P1P2,15
ORC4,ENSG00000115947,ORC4_+_148778281.23-P1P2|ORC4_+_148778242.23-P1P2,8
ORC5,ENSG00000164815,ORC5_+_103848420.23-P1P2|ORC5_+_103848434.23-P1P2,8
ORC6,ENSG00000091651,ORC6_+_46723646.23-P1P2|ORC6_+_46723615.23-P1P2,1
OSBP,ENSG00000110048,OSBP_+_59383170.23-P1P2|OSBP_-_59383167.23-P1P2,15
OSGEP,ENSG00000092094,OSGEP_-_20922986.23-P1P2|OSGEP_-_20922972.23-P1P2,15
OSTC,ENSG00000198856,OSTC_+_109572000.23-P1P2|OSTC_-_109572201.23-P1P2,15
OTOP1,ENSG00000163982,OTOP1_+_4228580.23-P1P2|OTOP1_-_4228541.23-P1P2,8
OTX1,ENSG00000115507,OTX1_-_63277951.23-P1P2|OTX1_-_63277962.23-P1P2,15
OVCA2,ENSG00000262664,OVCA2_+_1945367.23-P1P2|OVCA2_+_1945406.23-P1P2,15
OXA1L,ENSG00000155463,OXA1L_-_23235932.23-P1P2|OXA1L_+_23236287.23-P1P2,12
PABPN1,ENSG00000100836,PABPN1_-_23791085.23-P1P2|PABPN1_-_23791109.23-P1P2,1
PAF1,ENSG00000006712,PAF1_+_39881751.23-P1P2|PAF1_-_39881702.23-P1P2,3
PAFAH1B1,ENSG00000007168,PAFAH1B1_-_2497388.23-P1P2|PAFAH1B1_-_2497281.23-P1P2,15
PALB2,ENSG00000083093,PALB2_-_23652582.23-P1P2|PALB2_+_23652295.23-P1P2,8
PAM16,ENSG00000217930,PAM16_+_4401248.23-P1P2|PAM16_-_4401236.23-P1P2,12
PARN,ENSG00000140694,PARN_+_14724082.23-P1P2|PARN_+_14724027.23-P1P2,8
PARS2,ENSG00000162396,PARS2_+_55230150.23-P1P2|PARS2_+_55230144.23-P1P2,8
PAXBP1,ENSG00000159086,PAXBP1_-_34143986.23-P1P2|PAXBP1_-_34143891.23-P1P2,11
PC,ENSG00000173599,PC_+_66725818.23-P1P2|PC_+_66725836.23-P1P2,8
PCBP1,ENSG00000169564,PCBP1_+_70314830.23-P1P2|PCBP1_+_70314626.23-P1P2,1
PCBP2,ENSG00000197111,PCBP2_-_53836012.23-P2|PCBP2_-_53835509.23-P2,15
PCBP2,ENSG00000197111,PCBP2_+_53846112.23-P1|PCBP2_+_53846301.23-P1,15
PCF11,ENSG00000165494,PCF11_-_82868415.23-P1P2|PCF11_-_82868190.23-P1P2,3
PCID2,ENSG00000126226,PCID2_-_113841577.23-P2|PCID2_-_113841606.23-P2,15
PCID2,ENSG00000126226,PCID2_+_113862955.23-P1|PCID2_+_113862975.23-P1,17
PCNA,ENSG00000132646,PCNA_-_5100179.23-P1P2|PCNA_+_5100595.23-P1P2,21
PDAP1,ENSG00000106244,PDAP1_-_99006167.23-P1P2|PDAP1_+_99006152.23-P1P2,8
PDCD11,ENSG00000148843,PDCD11_-_105156445.23-P1P2|PDCD11_+_105156417.23-P1P2,25
PDCD2,ENSG00000071994,PDCD2_-_170893673.23-P1P2|PDCD2_+_170893697.23-P1P2,8
PDCD5,ENSG00000105185,PDCD5_-_33072142.23-P1P2|PDCD5_-_33072173.23-P1P2,15
PDCD6,ENSG00000249915,PDCD6_+_271780.23-P1P2|PDCD6_+_271842.23-P1P2,8
PDCD6IP,ENSG00000170248,PDCD6IP_+_33840165.23-P1P2|PDCD6IP_+_33840649.23-P1P2,15
PDCD7,ENSG00000090470,PDCD7_-_65425740.23-P1P2|PDCD7_-_65426129.23-P1P2,8
PDPK1,ENSG00000140992,PDPK1_-_2588046.23-P1P2|PDPK1_-_2588030.23-P1P2,1
PDRG1,ENSG00000088356,PDRG1_+_30539748.23-P1P2|PDRG1_+_30539768.23-P1P2,5
PEF1,ENSG00000162517,PEF1_-_32110231.23-P1P2|PEF1_+_32110444.23-P1P2,15
PELO,ENSG00000152684,PELO_-_52083812.23-P2|PELO_-_52084090.23-P2,15
PELO,ENSG00000152684,PELO_-_52095976.23-P1|PELO_+_52095956.23-P1,12
PELP1,ENSG00000141456,PELP1_-_4607218.23-P1P2|PELP1_+_4607399.23-P1P2,7
PES1,ENSG00000100029,PES1_-_30987859.23-P1P2|PES1_-_30987845.23-P1P2,23
PET117,ENSG00000232838,PET117_-_18118759.23-P1P2|PET117_+_18118767.23-P1P2,15
PEX1,ENSG00000127980,PEX1_-_92157440.23-P1P2|PEX1_+_92157741.23-P1P2,15
PFDN1,ENSG00000113068,PFDN1_+_139682624.23-P1P2|PFDN1_-_139682650.23-P1P2,1
PFDN2,ENSG00000143256,PFDN2_+_161087799.23-P1P2|PFDN2_+_161087778.23-P1P2,5
PFDN4,ENSG00000101132,PFDN4_-_52824696.23-P1P2|PFDN4_-_52824681.23-P1P2,15
PFDN5,ENSG00000123349,PFDN5_-_53689354.23-P1P2|PFDN5_+_53689579.23-P1P2,15
PFDN6,ENSG00000204220,PFDN6_-_33257405.23-P1P2|PFDN6_-_33257410.23-P1P2,15
PFN1,ENSG00000108518,PFN1_+_4851797.23-P1P2|PFN1_+_4851832.23-P1P2,8
PGAM1,ENSG00000171314,PGAM1_-_99186020.23-P1P2|PGAM1_-_99185976.23-P1P2,1
PGD,ENSG00000142657,PGD_+_10459120.23-P1P2|PGD_+_10459169.23-P1P2,1
PGK1,ENSG00000102144,PGK1_+_77359761.23-P1P2|PGK1_+_77359734.23-P1P2,8
PGPEP1,ENSG00000130517,PGPEP1_+_18451834.23-P1P2|PGPEP1_-_18451728.23-P1P2,8
PGS1,ENSG00000087157,PGS1_-_76374755.23-P1P2|PGS1_+_76374776.23-P1P2,15
PHAX,ENSG00000164902,PHAX_-_125936686.23-P1|PHAX_-_125936678.23-P1,9
PHAX,ENSG00000164902,PHAX_+_125939292.23-P2|PHAX_-_125939291.23-P2,15
PHB,ENSG00000167085,PHB_+_47492183.23-P1P2|PHB_+_47492231.23-P1P2,16
PHB2,ENSG00000215021,PHB2_+_7079788.23-P1P2|PHB2_-_7079800.23-P1P2,16
PHF12,ENSG00000109118,PHF12_+_27278322.23-P1P2|PHF12_+_27278232.23-P1P2,15
PHF5A,ENSG00000100410,PHF5A_+_41864653.23-P1P2|PHF5A_+_41864661.23-P1P2,14
PI4KA,ENSG00000241973,PI4KA_+_21213006.23-P1P2|PI4KA_+_21213009.23-P1P2,15
PIAS4,ENSG00000105229,PIAS4_+_4008092.23-P1P2|PIAS4_+_4007982.23-P1P2,7
PIGH,ENSG00000100564,PIGH_-_68066655.23-P1P2|PIGH_+_68066617.23-P1P2,15
PIK3C3,ENSG00000078142,PIK3C3_-_39535233.23-P1P2|PIK3C3_+_39535224.23-P1P2,15
PIK3R4,ENSG00000196455,PIK3R4_-_130465552.23-P1P2|PIK3R4_-_130465652.23-P1P2,15
PKM,ENSG00000067225,PKM_+_72500912.23-P2|PKM_-_72500954.23-P2,15
PKM,ENSG00000067225,PKM_+_72523549.23-P1|PKM_-_72523504.23-P1,12
PKMYT1,ENSG00000127564,PKMYT1_+_3030402.23-P1P2|PKMYT1_+_3030383.23-P1P2,15
PLA2G10,ENSG00000069764,PLA2G10_-_14788222.23-ENST00000438167.3|PLA2G10_-_14788129.23-ENST00000438167.3,15
PLEKHN1,ENSG00000187583,PLEKHN1_+_901890.23-P1P2|PLEKHN1_+_901909.23-P1P2,15
PLK1,ENSG00000166851,PLK1_+_23690651.23-P1P2|PLK1_-_23690679.23-P1P2,15
PLK4,ENSG00000142731,PLK4_-_128802078.23-P1P2|PLK4_-_128802116.23-P1P2,8
PLRG1,ENSG00000171566,PLRG1_+_155471467.23-P1P2|PLRG1_+_155471521.23-P1P2,11
PMF1,ENSG00000160783,PMF1_+_156183115.23-P1P2|PMF1_-_156182834.23-P1P2,2
PMPCA,ENSG00000165688,PMPCA_-_139305175.23-P1P2|PMPCA_-_139305149.23-P1P2,12
PMPCB,ENSG00000105819,PMPCB_-_102940675.23-P2|PMPCB_-_102941127.23-P2,15
PMPCB,ENSG00000105819,PMPCB_+_102937876.23-P1|PMPCB_-_102938097.23-P1,12
PNISR,ENSG00000132424,PNISR_+_99848916.23-P2|PNISR_+_99848928.23-P2,15
PNISR,ENSG00000132424,PNISR_+_99873121.23-P1|PNISR_+_99873109.23-P1,8
PNKP,ENSG00000039650,PNKP_-_50370388.23-P1P2|PNKP_-_50370765.23-P1P2,15
PNN,ENSG00000100941,PNN_-_39644446.23-P1P2|PNN_-_39644486.23-P1P2,14
PNO1,ENSG00000115946,PNO1_-_68385065.23-P1P2|PNO1_+_68385251.23-P1P2,22
PNPT1,ENSG00000138035,PNPT1_-_55920888.23-P1P2|PNPT1_-_55920900.23-P1P2,12
POGZ,ENSG00000143442,POGZ_+_151431895.23-P1P2|POGZ_+_151431645.23-P1P2,15
POLA1,ENSG00000101868,POLA1_-_24712081.23-P1P2|POLA1_-_24712065.23-P1P2,21
POLA2,ENSG00000014138,POLA2_-_65029495.23-P1P2|POLA2_-_65029809.23-P1P2,21
POLD1,ENSG00000062822,POLD1_-_50887659.23-P1P2|POLD1_-_50887603.23-P1P2,21
POLD2,ENSG00000106628,POLD2_+_44163100.23-P1P2|POLD2_-_44162910.23-P1P2,21
POLD3,ENSG00000077514,POLD3_+_74303696.23-P1P2|POLD3_-_74303671.23-P1P2,21
POLE,ENSG00000177084,POLE_-_133263932.23-P1P2|POLE_+_133263949.23-P1P2,21
POLE2,ENSG00000100479,POLE2_+_50154826.23-P1P2|POLE2_+_50154818.23-P1P2,8
POLG2,ENSG00000256525,POLG2_+_62493131.23-P1P2|POLG2_+_62493140.23-P1P2,15
POLR1A,ENSG00000068654,POLR1A_+_86332623.23-P1P2|POLR1A_+_86332775.23-P1P2,7
POLR1B,ENSG00000125630,POLR1B_-_113300081.23-P1P2|POLR1B_+_113300085.23-P1P2,7
POLR1C,ENSG00000171453,POLR1C_-_43477509.23-P2|POLR1C_+_43477492.23-P2,15
POLR1C,ENSG00000171453,POLR1C_-_43484871.23-P1|POLR1C_-_43484868.23-P1,7
POLR1E,ENSG00000137054,POLR1E_-_37486076.23-P1P2|POLR1E_+_37486167.23-P1P2,7
POLR2A,ENSG00000181222,POLR2A_+_7388145.23-P1P2|POLR2A_-_7388024.23-P1P2,5
POLR2B,ENSG00000047315,POLR2B_+_57845253.23-P1P2|POLR2B_+_57845291.23-P1P2,5
POLR2C,ENSG00000102978,POLR2C_-_57496616.23-P1P2|POLR2C_-_57496613.23-P1P2,5
POLR2D,ENSG00000144231,POLR2D_-_128615513.23-P1|POLR2D_+_128615628.23-P1,5
POLR2D,ENSG00000144231,POLR2D_+_128605175.23-P2|POLR2D_+_128604811.23-P2,15
POLR2E,ENSG00000099817,POLR2E_+_1089911.23-P2|POLR2E_+_1089885.23-P2,15
POLR2E,ENSG00000099817,POLR2E_+_1095301.23-P1|POLR2E_+_1095334.23-P1,8
POLR2F,ENSG00000100142,POLR2F_-_38349919.23-P1P2|POLR2F_-_38349783.23-P1P2,5
POLR2G,ENSG00000168002,POLR2G_-_62529086.23-P1P2|POLR2G_-_62529083.23-P1P2,5
POLR2H,ENSG00000163882,POLR2H_+_184081227.23-P1P2|POLR2H_-_184081237.23-P1P2,5
POLR2I,ENSG00000105258,POLR2I_-_36605759.23-P1P2|POLR2I_+_36605783.23-P1P2,5
POLR2L,ENSG00000177700,POLR2L_-_842512.23-P1P2|POLR2L_-_842509.23-P1P2,5
POLR3B,ENSG00000013503,POLR3B_-_106751759.23-P1P2|POLR3B_-_106751729.23-P1P2,8
POLR3C,ENSG00000186141,POLR3C_+_145610846.23-P1P2|POLR3C_+_145610906.23-P1P2,15
POLR3D,ENSG00000168495,POLR3D_-_22102673.23-P1P2|POLR3D_-_22103044.23-P1P2,8
POLR3E,ENSG00000058600,POLR3E_+_22308794.23-P1P2|POLR3E_-_22308778.23-P1P2,15
POLR3F,ENSG00000132664,POLR3F_+_18448087.23-P1P2|POLR3F_+_18448066.23-P1P2,8
POLR3H,ENSG00000100413,POLR3H_+_41940181.23-P1P2|POLR3H_+_41940057.23-P1P2,15
POLR3K,ENSG00000161980,POLR3K_+_103606.23-P1P2|POLR3K_-_103144.23-P1P2,8
POLRMT,ENSG00000099821,POLRMT_+_633505.23-P1P2|POLRMT_+_633481.23-P1P2,8
POP1,ENSG00000104356,POP1_-_99129573.23-P1P2|POP1_-_99129576.23-P1P2,22
POP4,ENSG00000105171,POP4_-_30097259.23-P1P2|POP4_-_30097239.23-P1P2,22
POP5,ENSG00000167272,POP5_+_121019173.23-P1P2|POP5_-_121019190.23-P1P2,22
POP7,ENSG00000172336,POP7_+_100303782.23-P1P2|POP7_-_100303773.23-P1P2,15
POTEI,ENSG00000196834,POTEI_-_131267022.23-ENST00000451531.2|POTEI_+_131267148.23-ENST00000451531.2,15
POU5F1B,ENSG00000212993,POU5F1B_+_128428174.23-P1P2|POU5F1B_-_128428164.23-P1P2,8
PPA1,ENSG00000180817,PPA1_+_71993121.23-P1P2|PPA1_+_71993075.23-P1P2,15
PPA2,ENSG00000138777,PPA2_-_106395142.23-P1P2|PPA2_-_106395156.23-P1P2,8
PPAN,ENSG00000130810,PPAN_-_10217074.23-P1P2|PPAN_-_10217084.23-P1P2,23
PPARGC1B,ENSG00000155846,PPARGC1B_+_149110158.23-P1P2|PPARGC1B_+_149110296.23-P1P2,15
PPIA,ENSG00000196262,PPIA_+_44836735.23-P1P2|PPIA_+_44836665.23-P1P2,15
PPIE,ENSG00000084072,PPIE_+_40204766.23-P1P2|PPIE_-_40204965.23-P1P2,11
PPIH,ENSG00000171960,PPIH_-_43124126.23-P1P2|PPIH_+_43124361.23-P1P2,8
PPIL2,ENSG00000100023,PPIL2_+_22020326.23-P1P2|PPIL2_+_22020458.23-P1P2,8
PPIL4,ENSG00000131013,PPIL4_+_149867112.23-P1P2|PPIL4_+_149867157.23-P1P2,11
PPME1,ENSG00000214517,PPME1_-_73882402.23-P1P2|PPME1_+_73882513.23-P1P2,15
PPP1CA,ENSG00000172531,PPP1CA_-_67188610.23-P2|PPP1CA_-_67188663.23-P2,8
PPP1CA,ENSG00000172531,PPP1CA_+_67168941.23-P1|PPP1CA_+_67168772.23-P1,2
PPP1CB,ENSG00000213639,PPP1CB_+_28975409.23-P1P2|PPP1CB_+_28975374.23-P1P2,15
PPP1R11,ENSG00000204619,PPP1R11_-_30035028.23-P1P2|PPP1R11_-_30035402.23-P1P2,2
PPP1R12A,ENSG00000058272,PPP1R12A_-_80328652.23-P1P2|PPP1R12A_-_80328635.23-P1P2,15
PPP1R15B,ENSG00000158615,PPP1R15B_-_204380704.23-P1P2|PPP1R15B_-_204380714.23-P1P2,15
PPP1R2,ENSG00000184203,PPP1R2_+_195269654.23-P1P2|PPP1R2_+_195270106.23-P1P2,15
PPP1R7,ENSG00000115685,PPP1R7_-_242089926.23-P1P2|PPP1R7_+_242089597.23-P1P2,8
PPP1R8,ENSG00000117751,PPP1R8_+_28157375.23-P1P2|PPP1R8_+_28157750.23-P1P2,15
PPP2CA,ENSG00000113575,PPP2CA_+_133561724.23-P1P2|PPP2CA_+_133561727.23-P1P2,15
PPP2R1A,ENSG00000105568,PPP2R1A_-_52693331.23-P1|PPP2R1A_-_52693691.23-P1,8
PPP2R1A,ENSG00000105568,PPP2R1A_+_52716201.23-P2|PPP2R1A_+_52716105.23-P2,15
PPP2R3C,ENSG00000092020,PPP2R3C_+_35591052.23-P1P2|PPP2R3C_+_35590978.23-P1P2,15
PPP4C,ENSG00000149923,PPP4C_-_30087373.23-P1P2|PPP4C_-_30087361.23-P1P2,2
PPP4R2,ENSG00000163605,PPP4R2_+_73046046.23-P1P2|PPP4R2_+_73046422.23-P1P2,2
PPP6C,ENSG00000119414,PPP6C_-_127952026.23-P1P2|PPP6C_+_127951685.23-P1P2,15
PPRC1,ENSG00000148840,PPRC1_-_103892809.23-P1P2|PPRC1_-_103892819.23-P1P2,15
PRC1,ENSG00000198901,PRC1_+_91537740.23-P1P2|PRC1_+_91537748.23-P1P2,15
